     44.43 	1 	OPENMP
     45.08 	1 	OPENMP
     44.45 	1 	OPENMP
     44.73 	1 	OPENMP
     44.43 	1 	OPENMP
     44.94 	1 	OPENMP
     44.88 	1 	OPENMP
     44.59 	1 	OPENMP
     45.10 	1 	OPENMP
     44.59 	1 	OPENMP
     44.53 	1 	OPENMP
     44.68 	1 	OPENMP
     45.13 	1 	OPENMP
     44.68 	1 	OPENMP
     44.97 	1 	OPENMP
     44.69 	1 	OPENMP
     44.93 	1 	OPENMP
     44.62 	1 	OPENMP
     45.01 	1 	OPENMP
     44.64 	1 	OPENMP
     44.95 	1 	OPENMP
     45.45 	1 	OPENMP
     44.77 	1 	OPENMP
     45.24 	1 	OPENMP
     44.88 	1 	OPENMP
     45.28 	1 	OPENMP
     44.63 	1 	OPENMP
     44.83 	1 	OPENMP
     44.59 	1 	OPENMP
     44.60 	1 	OPENMP
     33.13 	8 	OPENMP
     32.74 	8 	OPENMP
     33.08 	8 	OPENMP
     33.00 	8 	OPENMP
     32.97 	8 	OPENMP
     32.96 	8 	OPENMP
     33.11 	8 	OPENMP
     32.65 	8 	OPENMP
     33.07 	8 	OPENMP
     32.97 	8 	OPENMP
     32.90 	8 	OPENMP
     33.00 	8 	OPENMP
     33.23 	8 	OPENMP
     33.06 	8 	OPENMP
     33.10 	8 	OPENMP
     32.76 	8 	OPENMP
     32.98 	8 	OPENMP
     31.76 	8 	OPENMP
     32.86 	8 	OPENMP
     32.97 	8 	OPENMP
     32.90 	8 	OPENMP
     32.92 	8 	OPENMP
     33.10 	8 	OPENMP
     33.21 	8 	OPENMP
     32.99 	8 	OPENMP
     31.75 	8 	OPENMP
     32.71 	8 	OPENMP
     32.84 	8 	OPENMP
     31.58 	8 	OPENMP
     33.02 	8 	OPENMP
     31.23 	16 	OPENMP
     31.44 	16 	OPENMP
     31.24 	16 	OPENMP
     31.47 	16 	OPENMP
     31.69 	16 	OPENMP
     31.34 	16 	OPENMP
     31.56 	16 	OPENMP
     31.10 	16 	OPENMP
     31.58 	16 	OPENMP
     31.31 	16 	OPENMP
     31.21 	16 	OPENMP
     31.64 	16 	OPENMP
     31.64 	16 	OPENMP
     31.20 	16 	OPENMP
     31.23 	16 	OPENMP
     31.49 	16 	OPENMP
     31.66 	16 	OPENMP
     31.13 	16 	OPENMP
     31.17 	16 	OPENMP
     31.63 	16 	OPENMP
     31.42 	16 	OPENMP
     29.98 	16 	OPENMP
     31.51 	16 	OPENMP
     31.58 	16 	OPENMP
     31.69 	16 	OPENMP
     31.44 	16 	OPENMP
     31.57 	16 	OPENMP
     31.29 	16 	OPENMP
     31.59 	16 	OPENMP
     31.47 	16 	OPENMP
     33.82 	24 	OPENMP
     33.68 	24 	OPENMP
     33.43 	24 	OPENMP
     33.76 	24 	OPENMP
     33.78 	24 	OPENMP
     31.77 	24 	OPENMP
     33.69 	24 	OPENMP
     33.88 	24 	OPENMP
     33.53 	24 	OPENMP
     33.73 	24 	OPENMP
     33.61 	24 	OPENMP
     33.43 	24 	OPENMP
     33.75 	24 	OPENMP
     33.50 	24 	OPENMP
     33.73 	24 	OPENMP
     33.52 	24 	OPENMP
     33.78 	24 	OPENMP
     33.81 	24 	OPENMP
     33.76 	24 	OPENMP
     33.52 	24 	OPENMP
     33.54 	24 	OPENMP
     33.80 	24 	OPENMP
     33.57 	24 	OPENMP
     33.61 	24 	OPENMP
     33.55 	24 	OPENMP
     33.69 	24 	OPENMP
     33.74 	24 	OPENMP
     33.31 	24 	OPENMP
     33.82 	24 	OPENMP
     33.89 	24 	OPENMP
     37.38 	32 	OPENMP
     36.39 	32 	OPENMP
     36.76 	32 	OPENMP
     36.63 	32 	OPENMP
     38.66 	32 	OPENMP
     36.77 	32 	OPENMP
     36.87 	32 	OPENMP
     36.94 	32 	OPENMP
     36.92 	32 	OPENMP
     36.72 	32 	OPENMP
     36.73 	32 	OPENMP
     36.89 	32 	OPENMP
     36.65 	32 	OPENMP
     36.61 	32 	OPENMP
     37.08 	32 	OPENMP
     36.68 	32 	OPENMP
     36.76 	32 	OPENMP
     36.97 	32 	OPENMP
     36.65 	32 	OPENMP
     36.84 	32 	OPENMP
     36.83 	32 	OPENMP
     38.06 	32 	OPENMP
     36.93 	32 	OPENMP
     37.11 	32 	OPENMP
     37.49 	32 	OPENMP
     36.95 	32 	OPENMP
     38.18 	32 	OPENMP
     36.80 	32 	OPENMP
     37.65 	32 	OPENMP
     37.17 	32 	OPENMP
     38.05 	40 	OPENMP
     40.04 	40 	OPENMP
     41.27 	40 	OPENMP
     38.51 	40 	OPENMP
     40.11 	40 	OPENMP
     38.06 	40 	OPENMP
     37.97 	40 	OPENMP
     40.34 	40 	OPENMP
     40.43 	40 	OPENMP
     40.04 	40 	OPENMP
     42.10 	40 	OPENMP
     39.19 	40 	OPENMP
     41.28 	40 	OPENMP
     38.55 	40 	OPENMP
     40.14 	40 	OPENMP
     42.75 	40 	OPENMP
     38.19 	40 	OPENMP
     40.89 	40 	OPENMP
     38.01 	40 	OPENMP
     38.27 	40 	OPENMP
     38.23 	40 	OPENMP
     40.57 	40 	OPENMP
     41.03 	40 	OPENMP
     40.18 	40 	OPENMP
     40.11 	40 	OPENMP
     41.59 	40 	OPENMP
     38.18 	40 	OPENMP
     38.31 	40 	OPENMP
     40.62 	40 	OPENMP
     38.38 	40 	OPENMP
     48.78 	48 	OPENMP
     51.68 	48 	OPENMP
     50.36 	48 	OPENMP
     49.22 	48 	OPENMP
     46.71 	48 	OPENMP
     48.02 	48 	OPENMP
     43.58 	48 	OPENMP
     49.48 	48 	OPENMP
     53.76 	48 	OPENMP
     45.57 	48 	OPENMP
     50.09 	48 	OPENMP
     59.24 	48 	OPENMP
     46.99 	48 	OPENMP
     45.17 	48 	OPENMP
     46.32 	48 	OPENMP
     54.39 	48 	OPENMP
     47.92 	48 	OPENMP
     45.58 	48 	OPENMP
     47.00 	48 	OPENMP
     50.57 	48 	OPENMP
     54.32 	48 	OPENMP
     43.63 	48 	OPENMP
     48.70 	48 	OPENMP
     47.08 	48 	OPENMP
     47.30 	48 	OPENMP
     42.58 	48 	OPENMP
     45.64 	48 	OPENMP
     46.12 	48 	OPENMP
     48.18 	48 	OPENMP
     46.61 	48 	OPENMP
