     78.16 	1 	OFFICIAL
     76.63 	1 	OFFICIAL
     77.33 	1 	OFFICIAL
     77.77 	1 	OFFICIAL
     77.23 	1 	OFFICIAL
     77.57 	1 	OFFICIAL
     77.56 	1 	OFFICIAL
     77.15 	1 	OFFICIAL
     77.16 	1 	OFFICIAL
     77.46 	1 	OFFICIAL
     77.19 	1 	OFFICIAL
     77.53 	1 	OFFICIAL
     77.42 	1 	OFFICIAL
     77.65 	1 	OFFICIAL
     77.08 	1 	OFFICIAL
     77.00 	1 	OFFICIAL
     77.22 	1 	OFFICIAL
     76.97 	1 	OFFICIAL
     77.33 	1 	OFFICIAL
     76.86 	1 	OFFICIAL
     77.23 	1 	OFFICIAL
     79.20 	1 	OFFICIAL
     77.41 	1 	OFFICIAL
     78.08 	1 	OFFICIAL
     77.10 	1 	OFFICIAL
     77.55 	1 	OFFICIAL
     77.43 	1 	OFFICIAL
     76.81 	1 	OFFICIAL
     77.51 	1 	OFFICIAL
     76.76 	1 	OFFICIAL
     44.26 	2 	OFFICIAL
     44.16 	2 	OFFICIAL
     44.22 	2 	OFFICIAL
     45.08 	2 	OFFICIAL
     44.16 	2 	OFFICIAL
     44.23 	2 	OFFICIAL
     44.34 	2 	OFFICIAL
     43.99 	2 	OFFICIAL
     44.48 	2 	OFFICIAL
     44.29 	2 	OFFICIAL
     44.05 	2 	OFFICIAL
     44.31 	2 	OFFICIAL
     43.98 	2 	OFFICIAL
     44.51 	2 	OFFICIAL
     44.47 	2 	OFFICIAL
     44.19 	2 	OFFICIAL
     44.47 	2 	OFFICIAL
     44.30 	2 	OFFICIAL
     44.09 	2 	OFFICIAL
     44.00 	2 	OFFICIAL
     44.30 	2 	OFFICIAL
     43.91 	2 	OFFICIAL
     43.86 	2 	OFFICIAL
     44.20 	2 	OFFICIAL
     44.02 	2 	OFFICIAL
     44.00 	2 	OFFICIAL
     44.11 	2 	OFFICIAL
     43.82 	2 	OFFICIAL
     44.27 	2 	OFFICIAL
     44.32 	2 	OFFICIAL
     34.31 	3 	OFFICIAL
     31.32 	3 	OFFICIAL
     34.26 	3 	OFFICIAL
     31.31 	3 	OFFICIAL
     31.59 	3 	OFFICIAL
     34.24 	3 	OFFICIAL
     35.55 	3 	OFFICIAL
     34.21 	3 	OFFICIAL
     33.80 	3 	OFFICIAL
     31.53 	3 	OFFICIAL
     31.48 	3 	OFFICIAL
     31.39 	3 	OFFICIAL
     36.85 	3 	OFFICIAL
     31.59 	3 	OFFICIAL
     31.55 	3 	OFFICIAL
     31.56 	3 	OFFICIAL
     31.49 	3 	OFFICIAL
     31.54 	3 	OFFICIAL
     31.43 	3 	OFFICIAL
     31.48 	3 	OFFICIAL
     32.15 	3 	OFFICIAL
     34.20 	3 	OFFICIAL
     31.37 	3 	OFFICIAL
     33.54 	3 	OFFICIAL
     32.12 	3 	OFFICIAL
     31.37 	3 	OFFICIAL
     31.82 	3 	OFFICIAL
